"Date:June 06, 1983","Location:Off Quemoy, Taiwan",Aboard:47   (passengers:39  crew:8),Fatalities:47   (passengers:39  crew:8),Summary:The domestic flight crashed into the Formosa Strait after the right engine caught fire shortly after taking off.
"Date:June 08, 1983","Location:Near Cold Bay, Alaska",Aboard:15   (passengers:10  crew:5),Fatalities:0   (passengers:0  crew:0),"Summary:After experiencing a strong vibration, the number 4 prop separated and struck the aircraft causing a major gash in the bottom of the aircraft. This resulted in decompression of the cabin and jamming of the flight controls. Using the autopilot, which uses separate cables, the crew was able to maintain level flight, but not turn or adjust the throttles..  As the flight crew kept trying heavy control inputs, they worked the cables loose enough to regain some control. Diverting to Anchorage, they were barely able to descend by stopping a second engine.  On the second attempt they were able to get low enough to land safely. The cause of the prop separation was not determined since it fell into the ocean"
"Date:June 16, 1983","Location:Kauai, Hawaii",Aboard:14   (passengers:0  crew:14),Fatalities:14   (passengers:0  crew:14),Summary:Crashed into a mountain
"Date:June 21, 1983","Location:Niela, Mali",Aboard:7   (passengers:5  crew:2),Fatalities:7   (passengers:5  crew:2),Summary:Crashed under unknown circumstances
"Date:June 28, 1983","Location:Las Vegas, Nevada",Aboard:6   (passengers:1  crew:5),Fatalities:6   (passengers:1  crew:5),Summary:While flying at a low level during the aircraft stalled and crashed.
"Date:July 01, 1983","Location:Labe, Guinea",Aboard:23   (passengers:?  crew:?),Fatalities:23   (passengers:?  crew:?),Summary:Crashed into Fouta Djall Mountain.
"Date:July 11, 1983","Location:Near Cuenca, Azuay, Ecuador",Aboard:119   (passengers:111  crew:8),Fatalities:119   (passengers:111  crew:8),"Summary:The jetliner scraped a mountian peak, exploded in flames and slid down a ravine coming to rest at the foot of a mountain. The plane was attempting to land in the Andean city of Cuenca. Under-qualification of pilot."
"Date:July 16, 1983","Location:Off Scilly Islands, UK",Aboard:26   (passengers:23  crew:3),Fatalities:20   (passengers:19  crew:1),Summary:Crashed into the English Channel.
"Date:July 23, 1983","Location:Gimli, Manitoba, Canada",Aboard:69   (passengers:61  crew:8),Fatalities:0   (passengers:0  crew:0),"Summary:The aircraft took off from Montreal bound for Edmonton with less than half the fuel required to make the trip. A computer known as the ""Fuel Quantity Information System Processor""  was not working properly so the ground crew made manual calculations for the amount of needed fuel. However, they used pounds/liter for the specific gravity factor instead of kilograms/liter. This was first model of aircraft of Air Canada to use kilograms. The aircraft ran out of fuel at 41,000 feet. With only standby instruments (magnetic compass, artificial horizon, airspeed indicator and altimeter) and no slats or flaps, the plane landed safely on a 7,200 ft. runway at Gimli, a former Air Force base converted into a racing drag strip. The plane became known as the ""Gimli Glider.""  The TV movie Falling from the Sky: Flight 174 was made about this incident in 1995."
"Date:August 17, 1983","Location:Grand Canyon, Arizona",Aboard:10   (passengers:9  crew:1),Fatalities:10   (passengers:9  crew:1),Summary:Crashed into a cliff in the Grand Canyon on a sightseeing flight.
"Date:August 30, 1983","Location:Near Alma-Ata, Kazakastan, USSR",Aboard:90   (passengers:84  crew:6),Fatalities:90   (passengers:84  crew:6),Summary:Crashed an burned after striking mountain  while attempting to land. Procedural errors.
"Date:September 01, 1983","Location:Near Sakhalin Island, Russia",Aboard:269   (passengers:246  crew:23),Fatalities:269   (passengers:246  crew:23),"Summary:On a flight from Alaska to South Korea, the airliner drifted off course and twice penetrated Soviet airspace.  During the second penetration, the airliner was shot down by a Russian Su-15 Air Force fighter with air-to-air missiles. The aircraft crashed into international waters in the Sea of Japan. U.S. Representative from Georgia Lawrence McDonald killed. Because of an improper navigational setting the plane drifted off course. There was a U.S. spy plane in the vacinity of the 007 flight. The 007 plane was mistaken for the spy plane. The fighter pilot was ordered by Soviet command to shoot down the plane. Two air-to-air missiles were launched by the  fighter and struck the Boeing 747. Cabin pressure was lost and the aircraft suffered control problems, causing the plane to go into a dive and break up, crashing into the ocean."
"Date:September 02, 1983","Location:Near Smithers, British Columbia, Canada",Aboard:9   (passengers:?  crew:?),Fatalities:9   (passengers:?  crew:?),"Summary:Crashed en route. NY industrialist Georgel Cogar, 51, among those killed."
"Date:September 14, 1983","Location:Guilin, China",Aboard:106   (passengers:100  crew:6),Fatalities:11   (passengers:11  crew:0),Summary:Collided with a Chinese Air Force aircraft while taxing.
"Date:September 23, 1983","Location:Near Mina Jebel Ali, UAE",Aboard:112   (passengers:107  crew:5),Fatalities:112   (passengers:107  crew:5),Summary:Crashed  into the desert after a distress message and during an emergency landing attempt. Detonation of an explosive device in the baggage compartment.
"Date:September 28, 1983","Location:Off Lanyu Island, Taiwan",Aboard:10   (passengers:9  crew:1),Fatalities:10   (passengers:9  crew:1),Summary:Crashed into the sea.
"Date:October 07, 1983","Location:Aracatuba, Brazil",Aboard:15   (passengers:13  crew:2),Fatalities:7   (passengers:5  crew:2),Summary:After two missed IFR approaches the aircraft struck the ground short of the runway threshold during a third VFR approach.
"Date:October 08, 1983","Location:Near Lonkin, Myanmar",Aboard:14   (passengers:11  crew:3),Fatalities:9   (passengers:6  crew:3),Summary:Struck trees on high ground after losing the No.1 engine during take off.
"Date:October 11, 1983","Location:Pinckneyville, Illinois",Aboard:10   (passengers:7  crew:3),Fatalities:10   (passengers:7  crew:3),"Summary:Two minutes out of Springfield, the left generator suffered a complete mechanical failure. The first officer mistakenly shut down the right generator and all attempts at bring it back to life failed. Although the plane could be flown safely on batteries for about 30 minutes the captain decided to continue on towards Carbondale, thirty-nine minutes away. The batteries lasted for thirty-one minutes. The aircraft lost all power, turned blindly 180 degrees and crashed in a rural area."
"Date:October 28, 1983","Location:Middletown, Pennsylvania",Aboard:30   (passengers:27  crew:3),Fatalities:1   (passengers:1  crew:0),"Summary:A passenger committed suicide by opening the right rear door and jumping out at 3,500 ft."
"Date:November 08, 1983","Location:Lubango, Huila, Angola",Aboard:130   (passengers:126  crew:4),Fatalities:130   (passengers:126  crew:4),Summary:The airliner crashed immediately after takeoff.  Shot down by rebels with a surface to air missile.
"Date:November 23, 1983","Location:Landsdowne House, Canada",Aboard:7   (passengers:5  crew:2),Fatalities:4   (passengers:4  crew:0),Summary:The aircraft touched down short of the runway while on a VFR approach in a snowstorm. The nosegear and one of the main landing gear legs broke away from the fuselage and the aircraft caught fire.
"Date:November 27, 1983","Location:Madrid-Barajas, Spain",Aboard:192   (passengers:169  crew:23),Fatalities:181   (passengers:158  crew:23),"Summary:While attempting to land at Madrid, the crew intercepted the wrong ILS track which caused the pilot to initiate a right turn short of the VOR beacon. The aircraft impacted a series of hills during which the right wing broke off, the aircraft cartwheeled and broke into 5 pieces and came to rest upside down. Procedural errors by the crew including the pilot not knowing his precise position before descending, failure of the crew to take corrective action after a warning from the  ground proximity warning system and deficient teamwork on the flight deck.  The aircraft was named ""Magnus Viking,"" LN-RNA and dry-leased from SAS."
"Date:November 28, 1983","Location:Near Enugu, Nigeria",Aboard:72   (passengers:66  crew:6),Fatalities:53   (passengers:51  crew:2),Summary:The aircraft crashed 18 nm short of the runway after attaining a nose-high attitude in poor visibility and caught fire. Crew may have been preoccupied with landing gear trouble.
"Date:December 07, 1983","Location:Near Madrid, Spain",Aboard:135   (passengers:120  crew:15),Fatalities:93   (passengers:87  crew:6),"Summary:While taking off, the B-727 struck the DC-9 on the runway in poor visibility, fog and snow. Because of poor visibility and inadequate signs and markings the, DC-9 inadvertently wandered on the runway being used by the B-727 to take off. The airport had no ground radar. Fifty-one aboard the 727 and all 42 aboard the DC-9 were killed."
"Date:December 14, 1983","Location:Near Medellin, Colombia",Aboard:3   (passengers:0  crew:3),Fatalities:3   (passengers:0  crew:3),"Summary:After liftoff, the aircraft entered a 90 degree bank, struck power lines and crashed into buildings. Failure of the No.3 engine during a climb out with the No.4 engine operating at idle."
"Date:December 17, 1983","Location:Paulatuk, Northwest Territory, Canada",Aboard:12   (passengers:10  crew:2),Fatalities:2   (passengers:1  crew:1),Summary:The left wing contacted the ground after the pilot attempted a go-around. The plane cartwheeled and crashed. Runway is not oriented to correspond with the prevailing winds. The aircraft was overloaded by 840 lbs and was below that prescribed to take off. Lack of weather forcast.
"Date:December 24, 1983","Location:Leshukonskoye, Russia",Aboard:49   (passengers:44  crew:5),Fatalities:44   (passengers:39  crew:5),"Summary:The airliner crashed on approach in adverse weather. Instead of a go-around the pilot put the plane in a tight turn to the right with a high slip angle, leading to a loss of airspeed. After descending through decision height the pilot attempted a go-around but the plane rolled to the left and lost altitude. After the bank angle reached 90 degrees the aircraft crashed short of  the runway."
"Date:January 02, 1984","Location:Amman, Jordan",Aboard:13   (passengers:?  crew:?),Fatalities:13   (passengers:?  crew:?),Summary:Crashed due to mechanical problems.
"Date:January 03, 1984","Location: Novoagansk, Russia",Aboard:76   (passengers:71  crew:5),Fatalities:38   (passengers:38  crew:0),Summary:The helicopter crashed on takeoff. Crew error.
"Date:January 09, 1984","Location:Saint Louis, Missouri",Aboard:2   (passengers:0  crew:2),Fatalities:1   (passengers:0  crew:1),"Summary:The attempts at taking off failed because of poor engine performance. On the third try power was lost in both engines and an emergency landing was attempted on a highway. The left wing struck a light pole. Jet-A fuel was used when refueling the aircraft, instead of aviation gas."
"Date:January 10, 1984","Location:Sofia, Bulgaria",Aboard:50   (passengers:45  crew:5),Fatalities:50   (passengers:45  crew:5),Summary:The aircraft struck power lines and crashed into a forest during a snowstorm while attempting to land.  A go-around was attempted at 300 ft. but the plane struck power lines and crashed 2.5 miles short of the runway. The crew descended below decision altitude while trying to make visual contact with the runway.
"Date:January 13, 1984","Location:Cochabamba, Bolivia",Aboard:3   (passengers:0  crew:3),Fatalities:1   (passengers:0  crew:1),"Summary:After the No. 2 engine failed on takeoff, the pilot  tried to land but the propellers struck the runway and the aircraft ran off the runway into a ditch."
"Date:January 28, 1984","Location:Izhevsk, Russia",Aboard:51   (passengers:47  crew:4),Fatalities:4   (passengers:3  crew:1),Summary:The aircraft crashed after the elevator failed. Disconnection of the linkage of the elevators control rod.
"Date:January 30, 1984","Location:Terre Haute, Indiana",Aboard:3   (passengers:1  crew:2),Fatalities:3   (passengers:1  crew:2),"Summary:After taking off from rwy 23, the aircraft crashed ssw of the airport about 6300 ft from the departure end of the runway wy & about 1800 ft to the left of the runway centerline. Impact occurred while the aircraft was in a steep descent. The wreckage path was scattered along a heading of 035 deg from the initial impact point. The aircraft was demolished by impact & fire & no preimpact part failure or malfunction was found that would have caused the accident. Cause undetermined."
"Date:February 16, 1984","Location:Near Debre Zelt, Ethiopia",Aboard:38   (passengers:33  crew:5),Fatalities:26   (passengers:?  crew:?),Summary:The aircraft crashed after a hijacker detonated a hand grenade when the pilot tried to land.
"Date:February 19, 1984","Location:Near San Gerardo, El Salvador",Aboard:28   (passengers:?  crew:?),Fatalities:28   (passengers:?  crew:?),"Summary:One of the helicopters was hit by guerrilla mortar fire and lost control, crashing into the other helicopter."
"Date:February 28, 1984","Location:JFK Airport, New York, New York",Aboard:177   (passengers:163  crew:14),Fatalities:0   (passengers:0  crew:0),"Summary:While attempting to land at JFK, New York, the aircraft touched down 4,700 feet beyond the threshold, slid off end of runway and came to rest in a tidal waterway. The crew's disregard for prescribed procedures for monitoring and controlling of airspeed during the final stages of the approach and decision to continue the landing rather than to execute a missed approach. Overreliance on the autothrottle speed control system which had a history of recent malfunctions."
"Date:March 13, 1984","Location:Barranquilla, Colombia",Aboard:6   (passengers:2  crew:4),Fatalities:4   (passengers:1  crew:3),"Summary:Tried to make an emergency landing. Touched down, lifted off, stalled and crashed."
"Date:March 16, 1984","Location:San Borja, Bolivia",Aboard:23   (passengers:20  crew:3),Fatalities:23   (passengers:20  crew:3),Summary:Crashed into the jungle.
"Date:March 24, 1984","Location:Near Rurrenabaque, Bolivia",Aboard:5   (passengers:2  crew:3),Fatalities:5   (passengers:2  crew:3),"Summary:Shortly after the cargo plane took off, the engines began to backfire, the plane lost altitude, the right wing clipped trees and the plane crashed."
"Date:March 24, 1984","Location:Near Hunghae, South Korea",Aboard:29   (passengers:?  crew:?),Fatalities:29   (passengers:?  crew:?),Summary:Crashed into a wooded mountainside while flying VFR. Pilot error.
"Date:March 31, 1984",Location:Off  Bimini,Aboard:6   (passengers:5  crew:1),Fatalities:6   (passengers:5  crew:1),"Summary:Slowed to 90 knts and soon after began to descent at 5,400 fpm and disappeared from radar and crashed into the sea. The wreckage was never found."
"Date:April 18, 1984","Location: Imperatriz, Brazil",Aboard:35   (passengers:31  crew:4),Fatalities:19   (passengers:17  crew:2),"Summary:Midair collision.  Same aircraft type, same airline. One of 17 killed aboard PT-GKL and all 18 aboard PT-GJZ were killed. PT-GJZ crashed out of control but PT-GKL was able to make a forced landing without its No.1 engine on a river after which it sank."
"Date:May 08, 1984","Location:Elbet Beni Salama, Egypt",Aboard:2   (passengers:0  crew:2),Fatalities:2   (passengers:0  crew:2),"Summary:Crashed into a village approximately 80 miles from Cairo, killing 19 on the ground."
"Date:May 30, 1984","Location:Chalkhill, Pennsylvania",Aboard:4   (passengers:1  crew:3),Fatalities:4   (passengers:1  crew:3),"Summary:The cargo aircraft's entry into an unusual attitude and the inability of the flight crew to analyze the flight condition before there was a complete loss of control. Although the precise reason for the loss of control was not identified, an undetermined failure of a component in the No.2 vertical gyro system, perhaps involving the amplifier and associated circuitry, probably contributed to the cause of the accident by incorrectly processing data to the co-pilot's approach horizon. The inflight structural failure of the aircraft was due to overload."
"Date:June 04, 1984","Location:Windsor Locks, Connecticut",Aboard:3   (passengers:1  crew:2),Fatalities:3   (passengers:1  crew:2),"Summary:According to witnesses, the aircraft made a normal approach to Rwy 33 with no apparent abnormalities. However, when it was about 200 ft over the approach lights, they heard an increase in the engine thrust & the aircraft's descent stopped. Two witnesses thought the aircrew initiated a go-around. Immediately thereafter, the aircraft began an apparent level turn to the right. As it turned thru about 90 deg of turn, the bank angle had increased to nearly 90 deg, the aircraft's nose dropped & the plane crashed in a nose low attitude & burned. Malfunction of spoiler system for reasons undetermined."
"Date:June 19, 1984","Location:Island Beach, New Jersey",Aboard:3   (passengers:1  crew:2),Fatalities:3   (passengers:1  crew:2),"Summary:The on-demand air taxi flight departed for garden city with one passenger. The reported weather at the approximate time of the accident indicated low clouds, thunderstorm activity including rain and lighting. One witness stated that he observed the helicopter flying at an altitude of approximately 60 to 80 feet above the water. The helicopter wreckage was found the next day on the beach. Continued VFR flight into IMC. Improper altitude."
"Date:June 28, 1984","Location:Near Sao Pedro d' Aldeia, Brazil",Aboard:18   (passengers:16  crew:2),Fatalities:18   (passengers:16  crew:2),Summary:The aircraft flew into heavy rain and a cloud shrouded hill after the pilot abandoned IFR and descended VFR. The plane was carrying journalists.
"Date:July 11, 1984","Location:Off Buenavista, Philippines",Aboard:30   (passengers:?  crew:?),Fatalities:30   (passengers:?  crew:?),Summary:Crashed into the Pacific Ocean off the coast of Marinduque Island.
"Date:July 12, 1984","Location:Sigonella AFB, Italy",Aboard:9   (passengers:1  crew:8),Fatalities:9   (passengers:1  crew:8),"Summary:Failure of the No. 4 engine caused the No. 3 engine to failue due to debris. Debris also started a fire in the cargo hatch. The crew was overcome by smoke and cyanide, lost control and crashed."
"Date:July 21, 1984","Location:Tau Island, American Samoa",Aboard:14   (passengers:11  crew:3),Fatalities:1   (passengers:1  crew:0),Summary:While turning from its base leg onto the final approach the fight controls suddenly collapsed and the nose of the plane pitched up. The pilot attempted to maintain control  of the aircraft by using the throttle and flap controls but it collided with a vehicle and terminal building.  A rusted elevator control cable broke. Improper maintenance  procedures. Total failure of the elevator control due to corrosion.
"Date:August 02, 1984","Location:Vieques, Puerto Rico",Aboard:9   (passengers:8  crew:1),Fatalities:9   (passengers:8  crew:1),Summary:Banked to the left shortly after taking off and crashed into the ocean. Aircraft overloaded and improperly loaded. Inexperienced pilot. Water contamination of fuel.
"Date:August 04, 1984","Location:Nawabshah, Pakistan",Aboard:24   (passengers:15  crew:9),Fatalities:24   (passengers:15  crew:9),Summary:The plane flew into severe weather and hail penetrated the oil radiatiors. Power was lost in all four engines and load limits were exceeded during an emergency descent. The plane broke up and crashed.
"Date:August 05, 1984","Location:Dacca, Bangladesh",Aboard:49   (passengers:45  crew:4),Fatalities:49   (passengers:45  crew:4),"Summary:Crashed in the water, 1,800 ft. short of the runway on a second landing attempt after a go-around on a VOR approach."
"Date:August 11, 1984","Location:Near Memphis, Tennessee",Aboard:3   (passengers:1  crew:2),Fatalities:3   (passengers:1  crew:2),Summary:During takeoff the crew lost the No. 1 engine. The plane struck utility poles and crashed through the roof of a building. Missing spark plug from the No. 1 engine in the No. 14 cylinder.
"Date:August 15, 1984","Location:Near Wamena, Indonesia",Aboard:3   (passengers:1  crew:2),Fatalities:2   (passengers:1  crew:1),Summary:Crashed into a mountain while en route.
"Date:August 24, 1984","Location:San Luis Obispo, California",Aboard:17   (passengers:13  crew:4),Fatalities:17   (passengers:13  crew:4),"Summary:A head-on midair collision occurred at 3, 400 ft. near San Luis Obispo Airport . The Beech was climbing and the Rockwell was descending. Two aboard the Rockwell aircraft were killed along with 15 aboard the Beech.  Failure of the pilots of both aircraft to follow the recommended communications and traffic advisory practices for uncontrolled airports in alerting each other to their presence. Underlying the accident were the physiological limitations of human vision and reaction time."
"Date:August 30, 1984","Location:Douala, Cameroon",Aboard:116   (passengers:109  crew:7),Fatalities:2   (passengers:2  crew:0),"Summary:When taxing tin preperation to takeoff, a compressor disc in the No.2 engine failed. Debris punctured the wing and fuel tank causing an uncontrollable fire that destroyed the aircraft."
"Date:September 06, 1984","Location:Mt. Musaka, Papua, New Guinea",Aboard:11   (passengers:9  crew:2),Fatalities:9   (passengers:7  crew:2),Summary:Crashed into Mt. Musaka.
"Date:September 07, 1984","Location:Near Naples, Florida",Aboard:6   (passengers:5  crew:1),Fatalities:1   (passengers:1  crew:0),Summary:Lost both engines while taking off and crashed  wheels up in a field. Fueled with jet fuel by accident.
"Date:September 11, 1984","Location:Near the Kwango River, Zaire",Aboard:30   (passengers:25  crew:5),Fatalities:30   (passengers:25  crew:5),Summary:After an engine failed in flight. The crew tried to make an emergency landing but over shot the runway and crashed.
"Date:September 16, 1984","Location:Opole, Poland",Aboard:25   (passengers:22  crew:3),Fatalities:11   (passengers:11  crew:0),Summary:Crashed during takeoff. Overloaded
"Date:September 18, 1984","Location:Quito, Ecuador",Aboard:4   (passengers:0  crew:4),Fatalities:4   (passengers:0  crew:4),"Summary:While taking off, the cargo plane was unable to gain altitude and crashed into buildings at the end of the runway. Improper calculation of center of gravity, load distribution and maximum takeoff weight for existing runway and weather conditions."
"Date:September 21, 1984","Location:Near Sarakchar, Afghanistan",Aboard:50   (passengers:45  crew:5),Fatalities:50   (passengers:45  crew:5),Summary:Shot down by Afghan rebels.
"Date:October 09, 1984","Location:Fort Franklin, Canada",Aboard:7   (passengers:6  crew:1),Fatalities:7   (passengers:6  crew:1),Summary:Struck a tower while on approach in fog.  Weather was below VFR minima and not reported to the pilot because of a lack of observation and communications facilities at Fort Franklin. The decision of the pilot to continue the approach in fog.
"Date:October 11, 1984","Location:Near Omsk, Russia",Aboard:179   (passengers:170  crew:9),Fatalities:174   (passengers:169  crew:5),"Summary:While landing, the crew noticed something on the runway, took evasive action and crashed into two cleaning vehicles. The flying control officer (ATC)  fell asleep and did not inform the controllers cleaning vehicles were on the runway."
"Date:October 11, 1984","Location:Goose Bay, Newfoundland, Canada",Aboard:4   (passengers:2  crew:2),Fatalities:4   (passengers:2  crew:2),Summary:The air ambulance struck a mountain in near zero visibility and snow bounced twice and came to rest in a canyon. The VFR flight was attempted in mountainous terrain in marginal weather conditions. The aircraft was flown at an altitude which did not provide terrain clearance and the aircraft struck amountain for undetermined reasons.
"Date:October 27, 1984","Location:Near Kabul, Afghanistan",Aboard:11   (passengers:7  crew:4),Fatalities:11   (passengers:7  crew:4),Summary:Shot down by enemy fire.
"Date:October 31, 1984","Location:Off Davao, Philippines",Aboard:4   (passengers:0  crew:4),Fatalities:4   (passengers:0  crew:4),Summary:The cargo plane went missing in the Pacific Ocean while en route.
"Date:November 20, 1984","Location:Loja, Peru",Aboard:14   (passengers:12  crew:2),Fatalities:14   (passengers:12  crew:2),Summary:Crashed into high terrain.
"Date:December 04, 1984","Location:Near Kostroma, USSR",Aboard:17   (passengers:15  crew:2),Fatalities:17   (passengers:15  crew:2),Summary:Spatial orientation caused by failure of the artificial horizon.
"Date:December 06, 1984","Location:Jacksonville, Florida",Aboard:13   (passengers:11  crew:2),Fatalities:13   (passengers:11  crew:2),"Summary:After taking off, the aircraft went into a steep dive, crashed and burned 7,800 ft. beyond the departure end of the runway. Malfunction of the elevator control system or elevator trim system. The reaction of the flight crew to correct the pitch control problem overstressed the left elevator control rod, which resulted in asymmetrical elevator deflection and overstress failure of the horizontal stabilizer attachment structure."
"Date:December 19, 1984","Location:Near Jaen, Peru",Aboard:21   (passengers:18  crew:3),Fatalities:21   (passengers:18  crew:3),"Summary:Crashed in flames, two minutes after taking off from a military base."
"Date:December 22, 1984","Location:Near Bhojpur, Nepal",Aboard:23   (passengers:20  crew:3),Fatalities:15   (passengers:12  crew:3),Summary:Crashed into mountain in poor weather off the intended course.
"Date:December 23, 1984","Location:Near Kranoyarsk, Russia",Aboard:111   (passengers:104  crew:7),Fatalities:110   (passengers:103  crew:7),Summary:The aircraft crashed while attempting an emergency landing after the No. 3 engine caught fire. Failure of a  compressor.
"Date:January 01, 1985","Location:Near La Paz, Bolivia",Aboard:29   (passengers:19  crew:10),Fatalities:29   (passengers:19  crew:10),"Summary:The aircraft hit Mt. Illimani at an altitude of 19,600 feet after being cleared to descend during an approach to La Paz. The crew did not follow the prescribed airway. Navigation error. Controlled flight into terrain after the crew failed to realize their altitude and path were incorrect while cruising in limited visibility due to the night and clouds."
"Date:January 09, 1985","Location:Kansas City, Kansas",Aboard:3   (passengers:0  crew:3),Fatalities:3   (passengers:0  crew:3),Summary:The cargo plane executed a missed approach because it was too high. The copilot mistakenly lined up with nearby Fairfax Airport to land. The captain took over and entered a steep climb for a go-around. The plane stalled and entered a dive and crashed into a water treatment plant. Improper IFR procedure. Airspeed not maintained which led to an inadvertent stall.
"Date:January 18, 1985","Location:Jinan, China",Aboard:41   (passengers:34  crew:7),Fatalities:38   (passengers:31  crew:7),Summary:Crashed after overshooting the runway in rain and fog.
"Date:January 19, 1985","Location:Havana, Cuba",Aboard:38   (passengers:33  crew:5),Fatalities:38   (passengers:33  crew:5),Summary:The airliner crashed after takeoff. Failure of the artificial horizon and obstruction of aileron control due to shifted cargo.
"Date:January 20, 1985","Location:Carson, New Mexico",Aboard:3   (passengers:2  crew:1),Fatalities:3   (passengers:2  crew:1),Summary:The helicopter crashed in open terrain during a turn to reverse direction. Witnesses stated the aircraft was heading north and was on a converging course with high tension lines that were about 80 to 100 ft high and the belly counted spotlight was illuminated when it passed overhead. The helicopter impacted snow covered terrain in a steep descending bank to the right at a high rate of speed on a southerly heading. The power lines showed no evidence of having been struck. Pilot did not maintain directional control.
"Date:January 21, 1985","Location:Reno, Nevada",Aboard:71   (passengers:65  crew:6),Fatalities:70   (passengers:64  crew:6),"Summary:The aircraft crashed while returning to the airport after reporting severe vibrations. While attempting to land, the aircraft crashed into a  field, bounced and slid into mobile homes. A ground handler forgot to close an air start access door. The crew's failure to control and monitor the flight path and air speed of the aircraft after detecting the vibration."
"Date:January 22, 1985","Location:Off Puerto Castilla, Honduras",Aboard:21   (passengers:16  crew:5),Fatalities:21   (passengers:16  crew:5),"Summary:Crashed into the Caribbean sea, 8 miles northwest of the airport where it was scheduled to land."
"Date:January 23, 1985","Location:Near Buga, Colombia",Aboard:17   (passengers:15  crew:2),Fatalities:17   (passengers:15  crew:2),"Summary:The aircraft crashed into a mountain at 8,500 ft. while descending to land at Buga. Continued VFR flight into deteriorating weather conditions."
"Date:January 23, 1985","Location:Cerro el Plateado, Colombia",Aboard:23   (passengers:21  crew:2),Fatalities:23   (passengers:21  crew:2),"Summary:Crashed into a mountain at 11,500 ft.  In rainand fog.  Flying under VFR when conditions changed to IFR."
"Date:February 01, 1985","Location:Minsk, Belarus, USSR",Aboard:80   (passengers:74  crew:6),Fatalities:58   (passengers:55  crew:3),Summary:The aircraft crashed shortly after taking off from Minsk.Double engine failure due to ice ingestion.
"Date:February 04, 1985","Location:Soldotna, Alaska",Aboard:9   (passengers:8  crew:1),Fatalities:9   (passengers:8  crew:1),Summary:Crashed into trees while attempting a go-around in poor weather. Improper minimum descent atlitiude and missed approach. Improper inflight decision. Improper missed approach. Minimum descent altitude not maintained.
"Date:February 19, 1985","Location:300 nm NW of San Francisco, California",Aboard:274   (passengers:251  crew:23),Fatalities:0   (passengers:0  crew:0),"Summary:The aircraft descended in an uncontrolable dive, from 41,000 to 9,500 ft. after the crew shut down an engine.  The captain, preoccupied the malfunctioning engine, didn't properly monitor instruments and over relied on the autopilot and did not use his rudder to keep the plane from rolling . The autopilot disengaged after it could not handle the excessive roll caused by the shut down engine. The captain failed to make the proper flight corrections to recover the aircraft. After a terrifying series of inadvertent aerobatics, the plane leveled off at 9,500 feet and managed to land safely at San Francisco. Forces during the inverted spin were estimated to be from +6G to -4G. The landing gear was forced out through the closed doors, breaking the doors, which flew back and took out part of the rudder and elevator."
"Date:February 19, 1985","Location:Near Durango, Vizcaya, Spain",Aboard:148   (passengers:141  crew:7),Fatalities:148   (passengers:141  crew:7),"Summary:The aircraft crashed into an antenna on Mt. Oiz. Incorrect interpretation of Ground Proximity Warning System. The captain was heard shouting ""shut up"" at the GPWS as it announced ""pull up.""  Overconfidence in altitude alert system. Incorrect interpretation of its warnings."
"Date:February 22, 1985","Location:Timbuktu, Mali",Aboard:51   (passengers:49  crew:2),Fatalities:50   (passengers:48  crew:2),Summary:Crashed after taking off. The plane was not able to return to the airport after experiencing an engine failure.
"Date:February 25, 1985","Location:Near Valdez, Alaska",Aboard:3   (passengers:0  crew:3),Fatalities:3   (passengers:0  crew:3),Summary:Struck a mountain in poor weather during a third practice approach.
"Date:March 12, 1985","Location:Fort Hood, Texas",Aboard:6   (passengers:0  crew:6),Fatalities:6   (passengers:0  crew:6),Summary:Stalled during a training exercise and crashed.
"Date:March 28, 1985","Location:Near Florencia, Colombia",Aboard:46   (passengers:40  crew:6),Fatalities:46   (passengers:40  crew:6),Summary:The domestic flight crashed into a mountain while attempting to land at Florencia in rain and dense fog.
"Date:April 11, 1985","Location:Salta, Argentina",Aboard:7   (passengers:5  crew:2),Fatalities:7   (passengers:5  crew:2),Summary:After an aborted landing attempt the aircraft struck a mountain in poor weather conditions.
"Date:April 15, 1985","Location:Near Phuket, Thailand",Aboard:11   (passengers:4  crew:7),Fatalities:11   (passengers:4  crew:7),Summary:The aircraft hit high ground during good weather conditions and after transmitting an emergency message that they had lost both engines.
"Date:April 16, 1985","Location:Las Cruces, New Mexico",Aboard:89   (passengers:81  crew:8),Fatalities:0   (passengers:0  crew:0),Summary:While cruising at FL 350 a loud noise was heard followed by a severe jolt. The No. 3 engine separated from the aircraft. A damaged O ring allowed leakage from the forward lavatory waste drain valve. Four gallons of fluid leaked and froze on the exterior of the plane and then broke away in chunks and smashed into the engine. They plane landed safely.
"Date:April 20, 1985","Location:Kulusuk, Greenland",Aboard:5   (passengers:0  crew:5),Fatalities:2   (passengers:0  crew:2),Summary:After a fuel transfer problem the plane crashed while trying to make an emergency landing in snow. Poor weather and failure of the crew to follow proper procedures with the auxiliary fuel system.
"Date:April 20, 1985","Location:Santa Rosa, Bolivia",Aboard:4   (passengers:1  crew:3),Fatalities:4   (passengers:1  crew:3),Summary:The cargo plane lost an engine on talkeoff nosed down and crashed.
"Date:May 03, 1985","Location:Near L'vov, Ukraine, USSR",Aboard:76   (passengers:73  crew:3),Fatalities:76   (passengers:73  crew:3),Summary:Midair collision as the Tupolev-134A prepared to land and the Antonov An-26 just took off.  Violations by the civil approach and military controllers. Misidentification of both aircraft. Seventy-one killed on the TU134 and twenty-three on the Antonov.
